,Asset ID,Employee ID,Purchase Date,Last Maintenance Date,CPU Usage (%),Memory Usage (%),Disk Usage (%),Network Activity (MB),OS Version,Software Installed,Age (years),Issue Reported,Incident Description,Time to Failure (hours),Failure Predicted,Resolution Type
1058,4527b9c0-8332-408f-ab7d-729a03685870,0f348263-8f56-4401-b2e7-035595c14cab,2023-08-08,2024-06-20,11,38,10,1120,MacOS,41,3,Battery issue,The system gets very hot during use. This causes it to shut down.,145,No,self
1059,c7aa4fc3-7af6-4707-8f4e-a212730bc99c,f5172135-4384-46c4-ba39-8929aa5dc436,2024-02-29,2024-01-16,32,42,29,1721,MacOS,31,4,Overheating,I keep losing my internet connection. This is affecting my ability to work.,53,Yes,IT support
1060,bf2d7789-24ca-46b1-a664-ddb8dcbfe5af,aba7eb66-5ef3-45ba-beac-f7a256c0471e,2020-07-20,2024-02-18,80,27,32,992,Linux,36,1,Battery issue,Unable to install the software due to compatibility problems. The system requirements are not met.,67,No,IT support
1061,762e2a72-fc8e-4be4-9393-ba506ee1332f,83006c7b-50ed-4614-bf9e-8434975b044c,2020-07-02,2024-02-02,58,55,77,1418,MacOS,9,5,Battery issue,Unable to install the software due to compatibility problems. The system requirements are not met.,126,No,IT support
1062,e67c6f42-53b6-4fa3-a0ec-bac83e9eb11a,5a04f003-3838-463d-a61b-b573947cb337,2022-07-03,2024-04-18,70,84,90,460,Windows 10,10,1,Disk error,System performance has degraded significantly. Even simple tasks are taking a long time.,24,No,self
1063,53a4c65c-bda1-4656-bfc6-9910c8b72f77,843b0d9f-871a-48ff-8a38-1bfd0653d918,2023-04-02,2024-06-18,73,15,94,4219,Linux,43,1,Overheating,The network connection is unstable. I keep losing my internet connection.,15,Yes,self
1064,a383f1e0-ba22-487b-ad67-7c183c6268c9,bcd3c5f3-40a9-459d-aeda-8d9fa7c353fd,2023-06-17,2024-01-22,98,50,58,387,Linux,34,4,System slow,System performance has degraded significantly. Even simple tasks are taking a long time.,133,Yes,self
1065,42992252-c9cc-4e5b-9853-4bd9770f22c5,d9cb92cb-5bc5-4a83-87a0-44e34084f825,2022-09-22,2024-03-10,13,42,25,2950,MacOS,20,2,System slow,The system crashed with a blue screen. I lost all unsaved work.,135,Yes,IT support
1066,56b2940c-7b05-4af5-bd9c-ea86798b5dee,b31813ea-62b3-4006-9f9d-cae4d6219dd5,2020-12-06,2024-01-11,36,73,35,3101,Windows 11,16,3,Application crash,The network connection is unstable. I keep losing my internet connection.,37,No,self
1067,891d4972-e8a3-4d56-8b23-4a6df8426a5c,79e17e4b-33e3-4d65-a876-917de974538d,2022-01-18,2024-04-26,34,79,77,4532,MacOS,18,2,Battery issue,I keep losing my internet connection. This is affecting my ability to work.,191,Yes,self
1068,9c23b673-6723-4bec-a75b-a7945e695f4a,bf705a62-5478-40e4-be73-83b42652a94a,2021-11-06,2024-02-01,93,97,44,4504,Linux,42,6,Network disconnection,I keep losing my internet connection. This is affecting my ability to work.,138,No,IT support
1069,1044e629-b659-4a71-9412-117ff7c1ed78,c327b7f1-10c4-4b98-966f-2d94c8fdc259,2022-10-10,2024-01-09,89,69,58,292,Linux,48,7,Application crash,There is an error with the disk drive. The system cannot read or write data properly.,74,Yes,IT support
1070,f84c14e3-b90d-4823-9bd9-ebea52a8ad01,c62406f4-cd7f-4a32-bb3c-c25f968d0c3c,2021-07-04,2024-03-14,39,15,32,366,Windows 11,18,9,Disk error,The computer is running very slowly. It takes a long time to open applications.,170,Yes,IT support
1071,7da0dd62-58eb-4997-85b6-c6580f1aff83,04b9f3cf-a74c-41f3-abfc-ef83d0ab5962,2020-12-01,2024-07-03,80,100,60,1398,MacOS,47,5,Overheating,Compatibility issues with the new application. It does not work with the current OS.,3,No,self
1072,6db48d8a-1f28-461c-8733-7463b37deb95,f6566a40-e0dc-4adf-a2c4-d4d56dc4f3f7,2020-06-04,2024-04-15,86,59,79,4572,Windows 10,33,3,Overheating,The Wi-Fi disconnects frequently. It takes a while to reconnect.,45,Yes,IT support
1073,af39b44d-78e7-4101-bd07-c15e96457646,ad22dc35-72f4-44df-86c8-51f4504d4c44,2022-05-12,2024-03-21,85,54,41,3536,MacOS,28,3,Network disconnection,The laptop battery is not holding a charge. It drains very quickly.,142,No,IT support
1074,d0d921ae-93d2-47ad-b6dd-60976a291842,3abadbf2-efc2-4f7c-9eee-b7d0491afed8,2020-02-15,2024-04-17,77,84,41,4323,Windows 11,25,8,Application crash,The Wi-Fi disconnects frequently. It takes a while to reconnect.,102,Yes,self
1075,7718c225-8255-4a79-9675-aa3316c80237,3a5c9853-f61e-4c98-9a47-7d7a8ea4a076,2021-05-01,2024-01-23,86,40,76,3958,Linux,33,5,Disk error,System performance has degraded significantly. Even simple tasks are taking a long time.,134,Yes,IT support
1076,8bd8a541-c942-469d-989e-c68b5c0cc12d,f57f9008-3e40-4c03-9a87-2b1024cdbcf3,2023-03-01,2024-06-16,51,37,68,1732,Windows 10,42,5,Battery issue,The system shows a disk error message. I am unable to access certain files.,92,Yes,self
1077,da9b4b3a-53f3-45dd-a511-39035ffcd670,4b066da5-4133-490d-842c-b715e898d084,2021-04-22,2024-04-24,94,18,87,3430,Windows 10,35,7,System slow,Battery drains too quickly. I need to plug in the charger often.,50,No,IT support
1078,dacb5521-c9dd-4ab9-8172-cf060b981e30,0a7b7f63-cb28-4ed0-9ad7-6b2254083ab5,2022-05-21,2024-02-15,44,53,99,4664,Windows 11,38,5,Battery issue,The network connection is unstable. I keep losing my internet connection.,62,Yes,self
1079,798b38e3-a74d-4c14-92b4-9a33f30981f3,1d09434d-6d96-4438-87d0-ce4c654f31c1,2024-06-14,2024-04-12,68,33,69,2053,Windows 11,47,2,Network disconnection,I keep losing my internet connection. This is affecting my ability to work.,42,No,IT support
1080,14f5398a-24b2-4ca8-87a7-ba0739622bcd,a541928e-7d88-4306-9993-de199ca83b2e,2023-05-03,2024-03-31,15,18,91,621,MacOS,31,2,Blue screen error,The laptop battery is not holding a charge. It drains very quickly.,123,Yes,IT support
1081,8f755696-efe2-4771-b7db-d0f703d52101,a39e78e7-d05d-4d48-9a82-b6183d7f0b1e,2021-07-23,2024-06-16,43,92,43,3839,Windows 11,6,10,Application crash,The system shows a disk error message. I am unable to access certain files.,155,Yes,self
1082,c0e85053-ead3-420c-8afa-57fabc416101,963c432a-ac5e-4654-827b-6ad1ef96cd7a,2023-10-10,2024-01-03,80,56,79,3818,Windows 11,20,6,Blue screen error,The computer is running very slowly. It takes a long time to open applications.,130,Yes,self
1083,c2063b13-ff0e-43a9-8174-4d6c4ac38ec7,b692a848-ac07-49d3-a48c-8ad4b1351bd3,2022-04-15,2024-01-24,90,33,79,4140,MacOS,37,1,Network disconnection,Disk read/write errors are occurring frequently. This is slowing down the system.,13,Yes,IT support
1084,54427787-a103-4607-a10c-93d571932f50,b1ee27bd-0313-42bd-a507-378951ab53dc,2021-06-06,2024-06-23,30,100,29,3200,Windows 11,7,6,Network disconnection,The network connection is unstable. I keep losing my internet connection.,169,No,IT support
1085,902f4dfc-0598-4481-98e5-2ec2e0c70843,fc5515a7-e495-4665-a00e-f8671450a3ad,2022-06-26,2024-05-29,53,39,82,2031,Windows 11,37,6,Software compatibility issue,The computer shows a blue screen error. This happens randomly during work.,59,Yes,self
1086,9b4e958a-4ea2-4472-8742-21fb277b9429,8d6f7194-38f6-41b0-90ac-aea5d11eb402,2023-10-09,2024-06-03,87,60,35,118,Windows 11,24,4,Battery issue,Frequent application crashes are disrupting my work. The software closes without warning.,36,Yes,self
1087,6f475d27-1aa6-44a9-8486-69e3a4b2e7d1,0036670b-a28f-451b-a4d0-309c7d5a20a8,2024-04-01,2024-07-02,29,62,52,1880,Windows 11,7,10,Application crash,Overheating is causing the system to shut down. This happens frequently.,123,Yes,self
1088,e282c347-cea4-49a2-9e4b-b8703c41466d,fd1bcdc3-925b-4bbd-ad34-b8326d9681f7,2023-05-13,2024-03-27,50,100,99,4188,Windows 10,38,8,Software compatibility issue,I encountered a blue screen error while working. The system needs to be restarted.,61,Yes,IT support
1089,ed170227-e8dd-4906-bf7e-d47c65eadb9e,d0614d45-60a9-4660-bb36-966e31376068,2020-01-24,2024-05-19,27,57,78,3525,Linux,23,7,Application crash,The application keeps crashing unexpectedly. I am unable to complete my work.,85,No,self
1090,9f27c680-af6e-4812-8aec-a735d2899fa0,4d158428-4764-4e07-a004-11b99e846fc0,2021-11-14,2024-02-18,85,36,31,3604,Windows 10,41,7,System slow,The Wi-Fi disconnects frequently. It takes a while to reconnect.,64,Yes,self
1091,def04ee3-eb66-477f-a091-0f4f68ffff34,46242cec-0f70-4df2-969e-16af1f11d9b7,2020-09-04,2024-03-19,53,49,26,285,Linux,40,9,Network disconnection,I am unable to use the software because it crashes often. This is causing a loss of data.,83,Yes,IT support
1092,07e89dea-5562-49f4-94c3-e019070e76f3,4dbd07c9-c90e-4402-9542-1f507d83bb74,2024-03-08,2024-03-23,57,42,55,4186,Windows 11,47,1,Network disconnection,Battery drains too quickly. I need to plug in the charger often.,10,No,self
1093,7dd0beda-3d79-40a8-bab7-541be53da4be,fd3dabff-e070-4d12-967a-c83a3bd88ac3,2023-11-16,2024-03-16,92,96,51,1401,Windows 10,21,4,System slow,The computer is overheating. The system gets very hot during use.,29,No,IT support
1094,dd7162da-1003-4576-9eb0-afe81727aee1,c1aa1ed2-284b-4355-ae35-1fd3bb369a87,2020-06-21,2024-03-05,96,64,66,372,Windows 11,18,5,Blue screen error,Unable to install the software due to compatibility problems. The system requirements are not met.,89,No,self
1095,18d051e2-0a74-4cdc-95a2-7ebf4433809d,65cc1793-cb21-436e-8547-92359b2cdc1f,2022-08-25,2024-01-25,18,41,30,3250,Windows 11,11,9,System slow,System performance has degraded significantly. Even simple tasks are taking a long time.,177,No,IT support
1096,16e39565-0789-4d66-bdcf-2b0118585216,a708387b-7e38-4f0a-a194-1a929d3062a4,2021-06-18,2024-03-14,99,87,89,770,Linux,48,5,Disk error,Applications are taking too long to load. The system freezes frequently.,194,Yes,self
1097,38e7d33d-12d6-440c-b36e-f23fc56cd254,e391e627-b4b6-41d3-801b-877bf09b9e0c,2023-02-05,2024-03-28,86,82,26,4743,MacOS,29,2,Software compatibility issue,The software is not compatible with the system. I cannot install or run the application.,88,Yes,IT support
1098,9405f3a5-789c-47d3-bfb1-5452817a8f1f,796b950a-3290-4dea-8c7d-95fdad315d29,2021-09-07,2024-03-24,46,91,12,4478,MacOS,5,6,Network disconnection,The application keeps crashing unexpectedly. I am unable to complete my work.,98,Yes,IT support
1099,85e55f23-42ab-4c04-9bf6-542ed1c3ac66,27ce203d-07fa-4fdd-94d8-5d80a30a988e,2023-09-28,2024-03-02,34,58,10,3297,Windows 11,32,6,Application crash,The system crashed with a blue screen. I lost all unsaved work.,34,No,self
1100,2c907bf0-217e-4a3c-afc4-27aee0990292,b25beec7-0e0b-40e9-af0c-f0262540d210,2020-03-11,2024-01-04,30,37,75,3176,Linux,8,5,Application crash,The computer shows a blue screen error. This happens randomly during work.,182,No,IT support
1101,7fe22af8-ad7e-49f1-b8c5-4cdd6473ae6b,f84bdb39-d44a-4da7-a4dc-4163908e4d1c,2022-07-17,2024-01-27,24,50,47,2625,Windows 10,23,7,Disk error,The system crashed with a blue screen. I lost all unsaved work.,105,No,IT support
1102,b7eec8ed-6d80-4723-a2dd-77161da3c265,cee225b3-e31e-44c1-8d03-327f8c933ac4,2020-10-05,2024-06-11,97,39,11,2208,MacOS,41,2,Disk error,There is an error with the disk drive. The system cannot read or write data properly.,180,Yes,IT support
1103,d54ad050-9690-4215-a522-cfca7f520597,93973cc2-88fc-48e1-93f1-f6fffb627722,2020-12-02,2024-05-03,92,86,54,1980,MacOS,16,4,Disk error,There is an error with the disk drive. The system cannot read or write data properly.,128,No,self
1104,6cfd16d3-9d32-4865-98ca-aa0e10765086,23a05c09-01e9-4c2d-8fb9-8dfe91f1b9fd,2023-05-13,2024-03-27,96,20,49,600,Windows 10,37,10,Blue screen error,I am unable to use the software because it crashes often. This is causing a loss of data.,135,Yes,IT support
1105,6aa6024e-10fe-4913-87e2-456525160737,4fa09a8e-e909-4d6c-b5b8-e0b642e50894,2022-10-05,2024-04-21,60,72,41,3303,Windows 11,40,8,Disk error,Frequent application crashes are disrupting my work. The software closes without warning.,157,Yes,self
1106,5328fd04-6798-40e2-8c6d-490423e99311,fa853ddd-9e76-40da-9add-d90b8778dac8,2021-08-20,2024-07-04,22,79,99,4741,Linux,44,4,Blue screen error,Applications are taking too long to load. The system freezes frequently.,137,Yes,self
1107,76f93b92-8148-4f62-9f4c-12721834fe5b,351575d2-073c-4232-a231-8c8bd4b48750,2021-08-26,2024-05-11,69,66,12,1509,Linux,20,6,Software compatibility issue,Applications are taking too long to load. The system freezes frequently.,163,Yes,IT support
1108,017ceace-f37a-4032-bb1c-6d73cade9cf9,5c86aecc-5925-4908-b300-b3dbde10d588,2020-04-03,2024-01-08,88,50,90,4947,MacOS,18,1,Network disconnection,Applications are taking too long to load. The system freezes frequently.,91,Yes,self
1109,03acfd20-d87a-41c4-8ead-1c613f80c089,a0013500-8e36-4f3a-b73f-170e342a0052,2020-06-30,2024-02-12,52,41,85,4574,Windows 11,35,8,Software compatibility issue,I am unable to use the software because it crashes often. This is causing a loss of data.,102,Yes,self
1110,731b0350-726a-4db9-be9b-7fdef2b6e898,8fb3321a-5132-4263-80b8-de6927dbeea1,2023-07-04,2024-02-18,41,87,83,3633,Linux,44,5,Software compatibility issue,Unable to install the software due to compatibility problems. The system requirements are not met.,26,Yes,IT support
1111,e7323c2c-7676-4677-8717-86e693358e18,71e9e2d4-657f-49c6-9bb5-6e164a353dbd,2022-12-29,2024-06-29,68,29,16,819,MacOS,38,1,System slow,Applications are taking too long to load. The system freezes frequently.,196,Yes,IT support
1112,3c4006ef-17fd-4bdf-ae74-60ff5f5019fc,86a59245-0235-45aa-9ec5-4157116329fc,2020-05-05,2024-02-07,61,28,31,3569,Windows 10,45,4,Disk error,The computer is overheating. The system gets very hot during use.,3,No,IT support
1113,fac45d33-0b94-43f4-9c27-2500e1ed4934,75cb4630-f9ce-412f-967d-4b074ac1d522,2022-01-30,2024-01-04,66,32,36,886,Linux,47,1,Application crash,The computer is overheating. The system gets very hot during use.,62,Yes,self
1114,2dfcc160-280c-4a5c-970e-bcec619299fb,28f4bfd3-f1dd-49e3-a7e8-e3cea4521665,2023-05-04,2024-04-15,44,86,94,216,Windows 10,46,2,System slow,I am unable to use the software because it crashes often. This is causing a loss of data.,27,Yes,self
1115,4789407c-f0f9-4312-bc29-b069ccb5d79a,1db22403-8ed7-4f67-a01e-b6dfd90ea07b,2020-06-02,2024-04-21,32,100,20,3629,Windows 10,23,10,Disk error,There is an error with the disk drive. The system cannot read or write data properly.,4,No,self
1116,218c01f1-3043-461f-8419-1cce83d64510,0a2922f9-473b-4979-9e93-dfa4a57549e1,2022-11-17,2024-02-17,56,68,87,3520,Windows 11,11,10,Application crash,The system gets very hot during use. This causes it to shut down.,195,Yes,IT support
1117,57bfd9f7-3a12-46f2-b9f3-dcf4175a1963,87b69f09-c717-409c-8afc-50945a277222,2021-11-19,2024-02-03,87,74,83,1407,Windows 11,49,7,Overheating,The system shows a disk error message. I am unable to access certain files.,11,No,IT support
1118,df2d736e-14bb-4755-a7c9-c9cc8dcde9df,6cabb593-123e-4da5-9c6c-b7bab3087625,2020-06-11,2024-07-10,55,18,59,1293,MacOS,40,10,System slow,I encountered a blue screen error while working. The system needs to be restarted.,137,Yes,IT support
1119,6253c867-a88e-43e9-962d-14671edd00c0,9acd5ec6-0987-4a84-aef1-3cce9897fff1,2020-04-01,2024-02-27,30,16,87,3937,MacOS,48,2,Blue screen error,Overheating is causing the system to shut down. This happens frequently.,86,No,IT support
1120,b85710b1-0ac0-460b-9a0e-8609eaaa55bb,0f5ce991-8cbd-4661-a2b2-c28241e09a0f,2023-08-22,2024-02-18,61,27,89,4889,Linux,47,5,System slow,The system crashed with a blue screen. I lost all unsaved work.,88,Yes,IT support
1121,11d40764-7b23-45f1-ac0f-9953a74a0ca3,3f95c9e5-a5de-4e22-bc63-ee1becf0c18c,2024-03-09,2024-04-21,54,50,57,2917,Linux,16,10,Disk error,I encountered a blue screen error while working. The system needs to be restarted.,51,Yes,IT support
1122,fd5f4008-23cc-4ada-ad6b-7f64ba5c201d,c11eae81-faff-4939-9e09-08b06c7ab0b6,2023-02-17,2024-02-10,67,59,82,373,MacOS,28,10,Software compatibility issue,The Wi-Fi disconnects frequently. It takes a while to reconnect.,4,Yes,IT support
1123,1eb9689b-1fbf-481f-b012-439511d19ecf,eb7e0670-6473-429b-92e9-80dbab57e611,2020-12-12,2024-05-11,39,92,34,4986,Windows 10,40,7,System slow,There is an error with the disk drive. The system cannot read or write data properly.,75,No,IT support
1124,8019287e-894b-4fb1-ae2b-ec681b59cfb7,97fd3ea4-fb70-4cd3-8548-4c33887a15a3,2022-02-28,2024-06-25,18,17,75,2292,Windows 10,10,7,Overheating,The computer is running very slowly. It takes a long time to open applications.,186,No,IT support
1125,fe16805e-4d46-4209-9815-d4f685376b8f,a9c66d40-a8b4-4c3e-9143-703f653ea62b,2021-05-09,2024-02-27,91,35,55,772,MacOS,22,6,Battery issue,The battery indicator is malfunctioning. It shows incorrect battery levels.,129,Yes,self
1126,f8efb603-c26b-4e06-9289-71c141d29ca9,a1460087-332e-4cab-8fb2-273e965e85ed,2020-02-21,2024-03-17,58,46,99,4315,Linux,25,10,Disk error,The software is not compatible with the system. I cannot install or run the application.,52,No,self
1127,7b48125e-100d-40ad-a2ab-797aa633aab9,dc931447-3de1-494b-a7a8-03ed003b979e,2020-12-17,2024-03-03,95,75,41,147,Linux,18,1,Network disconnection,The system shows a disk error message. I am unable to access certain files.,9,Yes,IT support
1128,4066b473-5c09-4cbb-bd4f-dd83d8260875,66272c4b-3bce-4fd4-9172-f9eb366c6b80,2022-06-04,2024-02-26,75,80,56,2285,MacOS,16,8,Overheating,The computer is running very slowly. It takes a long time to open applications.,149,Yes,self
1129,150b62a7-2d66-4669-a1c8-04dbd45018dc,31ff2f6a-400c-40f1-a873-0b11068108b7,2022-04-21,2024-02-10,36,74,25,604,Linux,14,4,Overheating,The Wi-Fi disconnects frequently. It takes a while to reconnect.,132,Yes,self
1130,5f991f20-8b18-455f-bf4b-905525f080d2,9dd8212c-f77c-4f77-b9f5-1d515ef1c7be,2022-03-13,2024-01-07,85,46,65,4209,Windows 10,8,9,Battery issue,The computer is overheating. The system gets very hot during use.,193,Yes,IT support
1131,60d01839-387f-42d0-9bf7-678bc0273769,2ff4409a-bf5f-4369-a7f7-7a310ba7503f,2021-06-28,2024-02-07,74,22,47,4313,MacOS,31,2,Software compatibility issue,I am unable to use the software because it crashes often. This is causing a loss of data.,84,No,self
1132,df56cbf9-3c64-4c7c-b6fb-5dbac42bf210,ccbb4f5a-329b-4daa-993a-f41331a2f510,2024-06-15,2024-06-12,81,38,73,3771,Windows 10,11,5,Blue screen error,Frequent application crashes are disrupting my work. The software closes without warning.,117,Yes,self
1133,9a11bc22-6073-4fb2-9a8b-57b064218f25,ce751c8c-c5f3-4e53-adb1-82231ddd7351,2022-04-07,2024-07-11,93,86,37,4147,Linux,28,8,Overheating,The system crashed with a blue screen. I lost all unsaved work.,35,Yes,self
1134,2c305bca-6e11-4104-b561-c5c383c57ca3,8be4f667-e6df-46fe-b0dc-59f8b3349ee6,2020-11-22,2024-07-02,30,17,85,4620,Windows 11,21,4,Application crash,The Wi-Fi disconnects frequently. It takes a while to reconnect.,135,No,self
1135,641a34f0-8cba-4444-a399-516e5834064a,c60a920e-3598-487a-9853-57b14db11eca,2024-06-07,2024-07-04,57,41,97,4256,Windows 10,42,9,Disk error,The computer is overheating. The system gets very hot during use.,31,Yes,self
1136,582625d4-7721-477f-93b8-a62bcecc66bf,e721df4b-378d-42e7-b036-50f96eb05b5e,2020-07-21,2024-06-15,66,40,80,2818,Linux,32,5,Blue screen error,The laptop battery is not holding a charge. It drains very quickly.,88,No,self
1137,c57b4c4c-c642-44ad-b54f-392e0276b63f,3cd98461-922e-4ce0-8caf-03be04952985,2022-11-19,2024-02-16,84,59,75,1879,Windows 10,49,7,Overheating,The computer is running very slowly. It takes a long time to open applications.,124,No,IT support
1138,feaa1a27-5631-4d66-a016-52fba426a624,3e88897c-a657-4bf3-aa93-23d418d97413,2020-07-19,2024-04-24,95,65,46,1861,MacOS,18,5,Blue screen error,The battery indicator is malfunctioning. It shows incorrect battery levels.,180,No,IT support
1139,a5f182c8-beea-4b06-a36a-e47b7413f35a,63695060-71cd-4695-8122-6c1f5c93f6d3,2021-07-11,2024-05-31,85,30,82,862,Windows 11,22,1,System slow,Overheating is causing the system to shut down. This happens frequently.,64,Yes,IT support
1140,d8bb9114-2196-4f9d-ac8e-0364ba94b5cb,521447c6-f0a0-49e2-b9ad-bb0cfbdf7213,2023-12-27,2024-04-07,18,12,100,3171,MacOS,32,6,Battery issue,Compatibility issues with the new application. It does not work with the current OS.,162,No,self
1141,94f8c895-d2c8-4659-99d2-5c625f6e837c,96b43cb8-7326-4c9b-acea-54365bd4c120,2024-06-05,2024-04-13,25,90,49,1662,MacOS,39,7,Blue screen error,Disk read/write errors are occurring frequently. This is slowing down the system.,17,No,IT support
1142,fef082c4-0fec-4466-b871-a906649de2cd,5263ee35-18cb-4389-9324-ff19d3a5b1fd,2023-02-11,2024-06-12,12,16,12,842,Windows 11,15,1,Network disconnection,The Wi-Fi disconnects frequently. It takes a while to reconnect.,200,Yes,IT support
1143,ed000202-3333-4bd5-b763-336cfbe6fe9f,0ebd3ef4-1109-4e8c-9fa0-fd47aa0de90a,2024-01-07,2024-05-20,46,11,50,3648,MacOS,22,7,Software compatibility issue,The system shows a disk error message. I am unable to access certain files.,178,No,self
1144,db8f34c3-9a5d-49ca-9992-610cd3f6db3b,28c74ab4-6177-49a1-960c-8c805e823230,2024-03-17,2024-06-19,100,61,11,2553,Linux,45,1,Blue screen error,I encountered a blue screen error while working. The system needs to be restarted.,7,Yes,IT support
1145,8c505d46-f1d7-4f12-9d7d-7baa15fa56fb,60031f2c-9ea7-41dd-9005-aaed029cf588,2023-08-16,2024-01-24,60,23,11,2424,MacOS,26,8,Blue screen error,Overheating is causing the system to shut down. This happens frequently.,183,Yes,self
1146,380dc594-a027-4778-af49-369f848a3d51,6f0d78a7-9c13-4ffe-ab2e-0f1b2e234ff0,2022-07-21,2024-02-14,88,11,34,848,MacOS,35,6,Blue screen error,The system shows a disk error message. I am unable to access certain files.,78,Yes,self
1147,cf8d6973-913d-4395-85ed-6835a6fb1f2f,278b24b9-46ce-43a5-aecf-0bbbcf0e9ebe,2020-01-05,2024-04-30,39,65,67,2487,Windows 11,48,4,Application crash,Applications are taking too long to load. The system freezes frequently.,30,Yes,IT support
1148,258ca758-c330-4807-afc9-41e75e8e5fd8,59be33ac-18e0-48b8-8a4f-2b7276ef5208,2023-10-11,2024-03-22,61,10,68,4776,MacOS,40,2,Application crash,The Wi-Fi disconnects frequently. It takes a while to reconnect.,16,Yes,self
1149,594e114e-363d-4ff8-a29f-8e2d318d06b8,8878d6c5-5833-4bae-9f90-a7b731c50080,2020-06-11,2024-07-04,58,40,86,1105,MacOS,28,3,Overheating,Battery drains too quickly. I need to plug in the charger often.,101,Yes,IT support
1150,c9478b7b-c9ea-444b-bc1f-c162af260f9d,291b4190-dbe4-452c-abfc-a66282db893f,2020-01-01,2024-01-23,83,82,22,1814,Windows 10,27,2,Disk error,The application keeps crashing unexpectedly. I am unable to complete my work.,60,Yes,IT support
1151,9737e3b9-efcb-4a2f-ae1e-86bccca5c451,026cb89c-1717-4797-bf4d-680f6d9d4ce3,2020-01-21,2024-01-08,69,13,72,4838,Linux,46,5,Software compatibility issue,There is an error with the disk drive. The system cannot read or write data properly.,99,No,self
1152,aa139f5c-ab83-471c-a528-e2f799032725,078d9018-afc6-4b7f-8d07-01d0fd37c589,2023-10-03,2024-07-02,36,60,90,4880,Linux,10,9,Disk error,The battery indicator is malfunctioning. It shows incorrect battery levels.,33,No,self
1153,78f7531d-0034-43f4-8795-d7a0458582a2,10ef5129-9c07-40ec-961d-fefc17de0afc,2021-08-15,2024-03-13,32,62,53,2853,Windows 11,22,8,Application crash,There is an error with the disk drive. The system cannot read or write data properly.,125,Yes,self
1154,38cd45d2-ad0a-403f-905c-18c9706b5d43,c22f820a-4be0-457d-a81a-e93544d1f04d,2021-05-07,2024-03-03,70,28,62,4059,Linux,5,6,System slow,Overheating is causing the system to shut down. This happens frequently.,132,Yes,IT support
1155,9440e80f-dd4a-43ee-99d7-c68fefa9bf6e,f402e32d-e8cc-4e10-8d04-01889b0e7411,2022-03-14,2024-06-16,99,63,29,1247,Windows 11,31,5,Software compatibility issue,There is an error with the disk drive. The system cannot read or write data properly.,7,No,self
1156,280c52ee-7709-4318-b81e-37b171967dba,f4da1610-1279-40b4-aa7c-e4f5c52bec8c,2022-11-11,2024-06-30,23,23,70,2331,Windows 10,24,5,Disk error,I encountered a blue screen error while working. The system needs to be restarted.,14,Yes,IT support
1157,d4c733f8-4865-4c34-a6bc-7f9053f2ccb4,409f3da9-413c-40c0-a6e3-289a98b660df,2022-01-10,2024-04-29,68,86,16,2574,Windows 11,47,6,Battery issue,Frequent application crashes are disrupting my work. The software closes without warning.,81,No,self
1158,4a420f97-5adf-49c4-a5c0-73c2d9e75ef7,bf3a8088-62fe-4a5d-8a83-8cac6d5bf009,2023-10-16,2024-05-12,91,21,80,862,MacOS,48,10,Overheating,Applications are taking too long to load. The system freezes frequently.,80,No,IT support
1159,e23fd2c6-a725-409d-a936-a894d7bc51af,45e3eb08-01be-4b08-a39b-961f26d763f5,2023-05-15,2024-06-19,10,97,68,4280,Windows 10,11,9,System slow,I keep losing my internet connection. This is affecting my ability to work.,5,Yes,self
1160,66d2ebc1-3c99-4111-817e-ff0a1a3ee95e,d82da1ec-b3ad-41b2-a215-0ad7b0abd9d7,2022-10-18,2024-02-01,14,13,46,3111,Windows 10,34,7,Overheating,The battery indicator is malfunctioning. It shows incorrect battery levels.,184,Yes,self
1161,074a2f8e-0027-416c-a249-2f8b37c77241,f984408f-ce6c-4339-8a94-511a825ed7ba,2021-04-30,2024-06-11,33,20,96,1943,MacOS,29,3,Network disconnection,The battery indicator is malfunctioning. It shows incorrect battery levels.,172,Yes,self
1162,86152fc0-a553-4103-ac22-e8589e056b88,1c93e848-6c4d-4fab-965f-1f69cc6edd41,2022-04-14,2024-04-09,26,46,100,1318,Linux,26,5,Network disconnection,System performance has degraded significantly. Even simple tasks are taking a long time.,9,Yes,self
1163,60c5af8d-06ab-40cd-a34b-4a2f2aa7ee28,1e2fb293-c1bf-4fd6-96c8-f4767ad694b9,2021-04-19,2024-06-26,68,47,46,4935,Linux,10,8,Software compatibility issue,I am unable to use the software because it crashes often. This is causing a loss of data.,145,No,self
1164,ddae7b0c-572a-461a-a35d-ca7889559c68,5140c8d2-3e85-4080-a49b-15b6412fbc77,2020-11-04,2024-02-07,53,54,21,3982,MacOS,44,7,Network disconnection,The computer shows a blue screen error. This happens randomly during work.,39,Yes,self
1165,241ece05-d3a8-49a3-b813-530e39a4b6c8,483130fc-55b5-46eb-a716-cc310a3dc263,2021-11-01,2024-03-13,81,94,37,4045,MacOS,36,6,System slow,System performance has degraded significantly. Even simple tasks are taking a long time.,155,Yes,self
1166,d16c13d5-795c-4d99-ad24-4eaea80495a1,a6860b5b-eee2-410d-a48d-e49c691a60e4,2020-05-15,2024-05-27,97,12,67,4288,Windows 11,43,10,System slow,The Wi-Fi disconnects frequently. It takes a while to reconnect.,119,Yes,self
